review_decision,review_instruction,review_notes,reviewed_by,canonical_name,submission_url_override,pricing,lang,classification,candidate_import_recommendation,url,domain,source_files,source_locations,registry_target_ids,registry_submit_urls,occurrence_count
,verify_directory_fit_before_approval,,,blogs.evergreen.edu,,unknown,unknown,missing_domain,needs_manual_review,http://blogs.evergreen.edu/morisa24/box-4,blogs.evergreen.edu,repo-external-links.csv,repo-external-links.csv:row 6:url,,,1
,verify_directory_fit_before_approval,,,blogs.memphis.edu,,unknown,unknown,missing_domain,needs_manual_review,https://blogs.memphis.edu/padm3601/2015/02/11/death-penalty,blogs.memphis.edu,repo-external-links.csv,repo-external-links.csv:row 101:url,,,1
,verify_directory_fit_before_approval,,,blogs.ubc.ca,,unknown,unknown,missing_domain,needs_manual_review,https://blogs.ubc.ca/etec540socialmedia2013/sample-page/introduction-to-google,blogs.ubc.ca,repo-external-links.csv,repo-external-links.csv:row 102:url,,,1
,verify_directory_fit_before_approval,,,blogs.ucl.ac.uk,,unknown,unknown,missing_domain,needs_manual_review,https://blogs.ucl.ac.uk/brits/2014/06/01/sales-growth-curves,blogs.ucl.ac.uk,repo-external-links.csv,repo-external-links.csv:row 103:url,,,1
,verify_directory_fit_before_approval,,,blogs.urz.uni-halle.de,,unknown,unknown,missing_domain,needs_manual_review,https://blogs.urz.uni-halle.de/startklar/quellen-und-verweise/comment-page-3,blogs.urz.uni-halle.de,repo-external-links.csv,repo-external-links.csv:row 104:url,,,1
,verify_directory_fit_before_approval,,,blogs.uww.edu,,unknown,unknown,missing_domain,needs_manual_review,https://blogs.uww.edu/artofmakai/2021/03/23/hyper-light-drifter-the-game-that-taught-me-how-to-play-video-games,blogs.uww.edu,repo-external-links.csv,repo-external-links.csv:row 105:url,,,1
,verify_directory_fit_before_approval,,,blogs.uww.edu,,unknown,unknown,missing_domain,needs_manual_review,https://blogs.uww.edu/artofmakai/2021/04/13/how-to-draw-the-importance-of-schedules,blogs.uww.edu,repo-external-links.csv,repo-external-links.csv:row 106:url,,,1
,verify_directory_fit_before_approval,,,blogs.zeiss.com,,unknown,unknown,missing_domain,needs_manual_review,https://blogs.zeiss.com/news/messtechnik-de/sorgsamkeit-bringt-sie-weiter,blogs.zeiss.com,repo-external-links.csv,repo-external-links.csv:row 107:url,,,1
,verify_directory_fit_before_approval,,,bordeaux.onvasortir.com,,unknown,unknown,missing_domain,needs_manual_review,https://bordeaux.onvasortir.com/profil_msg_inexistant.php,bordeaux.onvasortir.com,repo-external-links.csv,repo-external-links.csv:row 108:url,,,1
,verify_directory_fit_before_approval,,,brownbagteacher.com,,unknown,unknown,missing_domain,needs_manual_review,https://brownbagteacher.com/what-im-reading,brownbagteacher.com,repo-external-links.csv,repo-external-links.csv:row 110:url,,,1
,verify_directory_fit_before_approval,,,brownbook.net,,unknown,unknown,missing_domain,needs_manual_review,https://www.brownbook.net/,brownbook.net,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 160:url; directory-submissions-external-links.md:162,,,2
,verify_directory_fit_before_approval,,,browneyedbaker.com,,unknown,unknown,missing_domain,needs_manual_review,https://www.browneyedbaker.com/how-to-make-pate-a-choux-fill-eclairs-and-cream-puffs,browneyedbaker.com,repo-external-links.csv,repo-external-links.csv:row 360:url,,,1
,verify_directory_fit_before_approval,,,bugs.documentfoundation.org,,unknown,unknown,missing_domain,needs_manual_review,https://bugs.documentfoundation.org/show_bug.cgi?id=162681,bugs.documentfoundation.org,repo-external-links.csv,repo-external-links.csv:row 112:url,,,1
,verify_directory_fit_before_approval,,,buildvoyage.com,,unknown,unknown,missing_domain,needs_manual_review,https://buildvoyage.com/,buildvoyage.com,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 40:url; directory-submissions-external-links.md:42,,,2
,verify_directory_fit_before_approval,,,buildzoom.com,,unknown,unknown,missing_domain,needs_manual_review,https://www.buildzoom.com/,buildzoom.com,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 161:url; directory-submissions-external-links.md:163,,,2
reject_auth_required,use_approved_domain_variant_only_if_this_is_a_distinct_valid_submit_url,"drafted from read-only evidence suggestion; confidence: high; login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; 4 form(s), 15 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found; same-domain variant must not use generic approved",read_only_evidence,business-software.com,,unknown,unknown,domain_in_registry_only,review_submit_url,https://www.business-software.com/,business-software.com,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 162:url; directory-submissions-external-links.md:164,business-software-com,https://www.business-software.com/add-your-product,2
reject_not_submit,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; no submit path, submit button, or form signal found",read_only_evidence,business.foursquare.com,,unknown,unknown,missing_domain,needs_manual_review,https://business.foursquare.com/,business.foursquare.com,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 41:url; directory-submissions-external-links.md:43,,,2
,verify_directory_fit_before_approval,,,businesshunt.co,,unknown,unknown,missing_domain,needs_manual_review,https://businesshunt.co/,businesshunt.co,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 42:url; directory-submissions-external-links.md:44,,,2
,verify_directory_fit_before_approval,,,buymeacoffee.com,,unknown,unknown,missing_domain,needs_manual_review,https://www.buymeacoffee.com/,buymeacoffee.com,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 163:url; directory-submissions-external-links.md:165,,,2
,verify_submit_form_before_approval,,,c.example,,unknown,unknown,missing_domain,review_submit_url,https://c.example/submit,c.example,repo-external-links.csv,repo-external-links.csv:row 113:url,,,1
,verify_directory_fit_before_approval,,,cabinetm.com,,unknown,unknown,missing_domain,needs_manual_review,https://www.cabinetm.com/,cabinetm.com,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 164:url; directory-submissions-external-links.md:166,,,2
,verify_directory_fit_before_approval,,,calameo.com,,unknown,unknown,missing_domain,needs_manual_review,https://www.calameo.com/,calameo.com,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 165:url; directory-submissions-external-links.md:167,,,2
,verify_directory_fit_before_approval,,,calaos.fr,,unknown,unknown,missing_domain,needs_manual_review,https://calaos.fr/forum/member.php?action=profile&uid=7732,calaos.fr,repo-external-links.csv,repo-external-links.csv:row 114:url,,,1
,verify_directory_fit_before_approval,,,cantstayoutofthekitchen.com,,unknown,unknown,missing_domain,needs_manual_review,https://cantstayoutofthekitchen.com/2022/01/06/blueberry-walnut-overnight-oatmeal,cantstayoutofthekitchen.com,repo-external-links.csv,repo-external-links.csv:row 115:url,,,1
reject_auth_required,verify_submit_form_before_approval,drafted from read-only evidence suggestion; confidence: high; CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,read_only_evidence,capterra.com,,unknown,unknown,missing_domain,review_submit_url,https://www.capterra.com/vendors,capterra.com,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 166:url; directory-submissions-external-links.md:168,,,2
,verify_directory_fit_before_approval,,,capturebilling.com,,unknown,unknown,missing_domain,needs_manual_review,https://capturebilling.com/new-quality-aca-reporting-standards,capturebilling.com,repo-external-links.csv,repo-external-links.csv:row 116:url,,,1
,verify_directory_fit_before_approval,,,career.tu-sofia.bg,,unknown,unknown,missing_domain,needs_manual_review,https://career.tu-sofia.bg/employer/geometry-dash-subzero,career.tu-sofia.bg,repo-external-links.csv,repo-external-links.csv:row 117:url,,,1
,verify_directory_fit_before_approval,,,cartoonresearch.com,,unknown,unknown,missing_domain,needs_manual_review,https://cartoonresearch.com/index.php/forgotten-anime-57-kirara-2000,cartoonresearch.com,repo-external-links.csv,repo-external-links.csv:row 118:url,,,1
,verify_directory_fit_before_approval,,,certifiedpastryaficionado.com,,unknown,unknown,missing_domain,needs_manual_review,https://www.certifiedpastryaficionado.com/churro-waffles,certifiedpastryaficionado.com,repo-external-links.csv,repo-external-links.csv:row 363:url,,,1
,verify_directory_fit_before_approval,,,certifiedpastryaficionado.com,,unknown,unknown,missing_domain,needs_manual_review,https://www.certifiedpastryaficionado.com/nutella-cream-pie,certifiedpastryaficionado.com,repo-external-links.csv,repo-external-links.csv:row 364:url,,,1
,verify_directory_fit_before_approval,,,chamberofcommerce.com,,unknown,unknown,missing_domain,needs_manual_review,https://www.chamberofcommerce.com/,chamberofcommerce.com,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 167:url; directory-submissions-external-links.md:169,,,2
,verify_directory_fit_before_approval,,,chandigarhcity.com,,unknown,unknown,missing_domain,needs_manual_review,https://www.chandigarhcity.com/discussions/threads/quordle-to-quorle,chandigarhcity.com,repo-external-links.csv,repo-external-links.csv:row 365:url,,,1
,verify_directory_fit_before_approval,,,chayagrossberg.com,,unknown,unknown,missing_domain,needs_manual_review,https://chayagrossberg.com/diagnosis-versus-you,chayagrossberg.com,repo-external-links.csv,repo-external-links.csv:row 122:url,,,1
,verify_directory_fit_before_approval,,,chayagrossberg.com,,unknown,unknown,missing_domain,needs_manual_review,https://chayagrossberg.com/how-do-you-know-if-youre-receiving-informed-consent,chayagrossberg.com,repo-external-links.csv,repo-external-links.csv:row 123:url,,,1
,verify_directory_fit_before_approval,,,chhs.news.niu.edu,,unknown,unknown,missing_domain,needs_manual_review,https://chhs.news.niu.edu/2025/01/15/niu-school-of-nursing-adds-hispanic-student-nurses-alianza-hsna-to-support-students,chhs.news.niu.edu,repo-external-links.csv,repo-external-links.csv:row 124:url,,,1
,verify_directory_fit_before_approval,,,cinescopia.com,,unknown,unknown,missing_domain,needs_manual_review,https://cinescopia.com/las-10-mejores-peliculas-de-casey-affleck/2024/08,cinescopia.com,repo-external-links.csv,repo-external-links.csv:row 125:url,,,1
,verify_directory_fit_before_approval,,,citysquares.com,,unknown,unknown,missing_domain,needs_manual_review,https://citysquares.com/,citysquares.com,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 43:url; directory-submissions-external-links.md:45,,,2
,verify_directory_fit_before_approval,,,claude.ai,,unknown,unknown,missing_domain,needs_manual_review,https://claude.ai/code,claude.ai,repo-external-links.csv,repo-external-links.csv:row 126:url,,,1
,verify_directory_fit_before_approval,,,claude.ai,,unknown,unknown,missing_domain,needs_manual_review,https://claude.ai/code)%EF%BC%8C%E4%BD%A0%E4%B8%8D%E9%9C%80%E8%A6%81%E7%9C%8B%E4%BB%BB%E4%BD%95%E5%85%B6%E4%BB%96%E6%96%87%E6%A1%A3%E3%80%82Clone,claude.ai,repo-external-links.csv,repo-external-links.csv:row 127:url,,,1
,verify_directory_fit_before_approval,,,codepen.io,,unknown,unknown,missing_domain,needs_manual_review,https://codepen.io/,codepen.io,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 44:url; directory-submissions-external-links.md:46,,,2
reject_not_submit,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; no submit path, submit button, or form signal found",read_only_evidence,codeproject.com,,unknown,unknown,missing_domain,needs_manual_review,https://www.codeproject.com/,codeproject.com,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 168:url; directory-submissions-external-links.md:170,,,2
,verify_directory_fit_before_approval,,,coldemailkit.com,,unknown,unknown,missing_domain,needs_manual_review,https://coldemailkit.com/,coldemailkit.com,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 45:url; directory-submissions-external-links.md:47,,,2
,verify_directory_fit_before_approval,,,community.ops.io,,unknown,unknown,missing_domain,needs_manual_review,https://community.ops.io/albacube_d9724d5112893f8a,community.ops.io,repo-external-links.csv,repo-external-links.csv:row 128:url,,,1
,verify_directory_fit_before_approval,,,completelydelicious.com,,unknown,unknown,missing_domain,needs_manual_review,https://www.completelydelicious.com/tips/make-brownies-shiny-crackly-crust,completelydelicious.com,repo-external-links.csv,repo-external-links.csv:row 367:url,,,1
,verify_directory_fit_before_approval,,,cornbeanspigskids.com,,unknown,unknown,missing_domain,needs_manual_review,https://www.cornbeanspigskids.com/2024/08/back-to-school-my-kids-favorite.html,cornbeanspigskids.com,repo-external-links.csv,repo-external-links.csv:row 368:url,,,1
,verify_directory_fit_before_approval,,,craftberrybush.com,,unknown,unknown,missing_domain,needs_manual_review,https://www.craftberrybush.com/2017/08/watercolor-lessons-and-free-printable.html,craftberrybush.com,repo-external-links.csv,repo-external-links.csv:row 369:url,,,1
,verify_directory_fit_before_approval,,,craftberrybush.com,,unknown,unknown,missing_domain,needs_manual_review,https://www.craftberrybush.com/2025/01/heart-shaped-flower-arrangement-for-valentines-day.html,craftberrybush.com,repo-external-links.csv,repo-external-links.csv:row 370:url,,,1
,verify_directory_fit_before_approval,,,crevado.com,,unknown,unknown,missing_domain,needs_manual_review,https://crevado.com/,crevado.com,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 46:url; directory-submissions-external-links.md:48,,,2
,verify_submit_form_before_approval,,,crozdesk.com,,unknown,unknown,missing_domain,review_submit_url,https://crozdesk.com/vendors,crozdesk.com,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 47:url; directory-submissions-external-links.md:49,,,2
,verify_directory_fit_before_approval,,,curated.design,,unknown,unknown,missing_domain,needs_manual_review,https://www.curated.design/,curated.design,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 169:url; directory-submissions-external-links.md:171,,,2
,verify_directory_fit_before_approval,,,cuspera.com,,unknown,unknown,missing_domain,needs_manual_review,https://www.cuspera.com/,cuspera.com,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 170:url; directory-submissions-external-links.md:172,,,2
,verify_directory_fit_before_approval,,,custom.com,,unknown,unknown,missing_domain,needs_manual_review,https://custom.com/,custom.com,repo-external-links.csv,repo-external-links.csv:row 129:url; repo-external-links.csv:row 130:url,,,2
,verify_submit_form_before_approval,,,custom.example,,unknown,unknown,missing_domain,review_submit_url,https://custom.example/submit,custom.example,repo-external-links.csv,repo-external-links.csv:row 131:url,,,1
,verify_directory_fit_before_approval,,,cylex.us.com,,unknown,unknown,missing_domain,needs_manual_review,https://www.cylex.us.com/,cylex.us.com,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 171:url; directory-submissions-external-links.md:173,,,2
,verify_submit_form_before_approval,,,d.example,,unknown,unknown,missing_domain,review_submit_url,https://d.example/submit,d.example,repo-external-links.csv,repo-external-links.csv:row 132:url,,,1
,verify_directory_fit_before_approval,,,demilked.com,,unknown,unknown,missing_domain,needs_manual_review,https://www.demilked.com/just-a-girl,demilked.com,repo-external-links.csv,repo-external-links.csv:row 372:url,,,1
,use_approved_domain_variant_only_if_this_is_a_distinct_valid_submit_url,,,devhunt.org,,unknown,unknown,domain_in_registry_only,review_submit_url,https://devhunt.org/submit,devhunt.org,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 49:url; directory-submissions-external-links.md:51,dev-hunt; dev-hunt-devhunt-org-account-tools-new,https://devhunt.org/; https://devhunt.org/account/tools/new,2
,verify_directory_fit_before_approval,,,digitalwellbeing.org,,unknown,unknown,missing_domain,needs_manual_review,https://digitalwellbeing.org/five-reasons-why-chatgpt-is-the-future-of-digital-mental-health-support,digitalwellbeing.org,repo-external-links.csv,repo-external-links.csv:row 140:url,,,1
,verify_directory_fit_before_approval,,,diigo.com,,unknown,unknown,missing_domain,needs_manual_review,https://www.diigo.com/,diigo.com,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 172:url; directory-submissions-external-links.md:174,,,2
,verify_directory_fit_before_approval,,,dinnerwithjulie.com,,unknown,unknown,missing_domain,needs_manual_review,https://www.dinnerwithjulie.com/2017/12/05/nigels-fruitcake,dinnerwithjulie.com,repo-external-links.csv,repo-external-links.csv:row 375:url,,,1
,verify_directory_fit_before_approval,,,dinnerwithjulie.com,,unknown,unknown,missing_domain,needs_manual_review,https://www.dinnerwithjulie.com/2019/12/23/kaiserschmarrn-torn-shredded-pancake,dinnerwithjulie.com,repo-external-links.csv,repo-external-links.csv:row 376:url,,,1
,verify_directory_fit_before_approval,,,dinnerwithjulie.com,,unknown,unknown,missing_domain,needs_manual_review,https://www.dinnerwithjulie.com/2021/11/03/plant-based-deep-n-delicious-chocolate-cake,dinnerwithjulie.com,repo-external-links.csv,repo-external-links.csv:row 377:url,,,1
,verify_directory_fit_before_approval,,,dinnerwithjulie.com,,unknown,unknown,missing_domain,needs_manual_review,https://www.dinnerwithjulie.com/recipes/butterscotch-pecan-mmmuffins,dinnerwithjulie.com,repo-external-links.csv,repo-external-links.csv:row 378:url,,,1
reject_not_submit,verify_directory_fit_before_approval,drafted from read-only evidence suggestion; confidence: high; HTTP 404 indicates the candidate URL is not a live submit endpoint; evidence: directory/listing marketplace text signal found; HTTP 404,read_only_evidence,directory.com,,unknown,unknown,missing_domain,needs_manual_review,https://directory.com/your-listing,directory.com,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 50:url; directory-submissions-external-links.md:52,,,2
,verify_directory_fit_before_approval,,,directory.ldmstudio.com,,unknown,unknown,missing_domain,needs_manual_review,https://www.directory.ldmstudio.com/,directory.ldmstudio.com,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 173:url; directory-submissions-external-links.md:175,,,2
,verify_directory_fit_before_approval,,,disqus.com,,unknown,unknown,missing_domain,needs_manual_review,https://disqus.com/,disqus.com,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 51:url; directory-submissions-external-links.md:53,,,2
,verify_directory_fit_before_approval,,,diythrill.com,,unknown,unknown,missing_domain,needs_manual_review,https://diythrill.com/2018/09/23/orange-citrus-poo-pourri-recipe,diythrill.com,repo-external-links.csv,repo-external-links.csv:row 141:url,,,1
reject_not_submit,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; no submit path, submit button, or form signal found",read_only_evidence,dnb.com,,unknown,unknown,missing_domain,needs_manual_review,https://www.dnb.com/,dnb.com,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 174:url; directory-submissions-external-links.md:176,,,2
reject_paid,verify_submit_form_before_approval,"drafted from read-only evidence suggestion; confidence: high; payment/pricing signal appears on a submit/listing surface; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 2 form(s), 14 input/select/textarea fields; submit/add/list/publish button text signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found",read_only_evidence,dofollow.tools,,paid,unknown,missing_domain,review_submit_url,https://dofollow.tools/submit,dofollow.tools,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 52:url; directory-submissions-external-links.md:54,,,2
,verify_submit_form_before_approval,,,e.example,,unknown,unknown,missing_domain,review_submit_url,https://e.example/submit,e.example,repo-external-links.csv,repo-external-links.csv:row 144:url,,,1
,verify_directory_fit_before_approval,,,earthpeopletechnology.com,,unknown,unknown,missing_domain,needs_manual_review,https://earthpeopletechnology.com/forums/profile/contractwarn,earthpeopletechnology.com,repo-external-links.csv,repo-external-links.csv:row 145:url,,,1
,verify_directory_fit_before_approval,,,ebay.com,,unknown,unknown,missing_domain,needs_manual_review,https://www.ebay.com/,ebay.com,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 175:url; directory-submissions-external-links.md:177,,,2
,verify_directory_fit_before_approval,,,ecosystem.hubspot.com,,unknown,unknown,missing_domain,needs_manual_review,https://ecosystem.hubspot.com/marketplace,ecosystem.hubspot.com,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 53:url; directory-submissions-external-links.md:55,,,2
,verify_directory_fit_before_approval,,,eilentein.com,,unknown,unknown,missing_domain,needs_manual_review,http://www.eilentein.com/2019/02/ryijy-ja-kuinka-sen-tein.html,eilentein.com,repo-external-links.csv,repo-external-links.csv:row 16:url,,,1
,verify_directory_fit_before_approval,,,elocal.com,,unknown,unknown,missing_domain,needs_manual_review,https://elocal.com/,elocal.com,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 54:url; directory-submissions-external-links.md:56,,,2
,verify_directory_fit_before_approval,,,etsy.com,,unknown,unknown,missing_domain,needs_manual_review,https://www.etsy.com/,etsy.com,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 176:url; directory-submissions-external-links.md:178,,,2
,verify_directory_fit_before_approval,,,eu-business.com,,unknown,unknown,missing_domain,needs_manual_review,https://www.eu-business.com/,eu-business.com,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 177:url; directory-submissions-external-links.md:179,,,2
,verify_directory_fit_before_approval,,,evensi.com,,unknown,unknown,missing_domain,needs_manual_review,https://evensi.com/,evensi.com,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 55:url; directory-submissions-external-links.md:57,,,2
,verify_directory_fit_before_approval,,,evernote.com,,unknown,unknown,missing_domain,needs_manual_review,https://evernote.com/,evernote.com,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 56:url; directory-submissions-external-links.md:58,,,2
reject_auth_required,use_approved_domain_variant_only_if_this_is_a_distinct_valid_submit_url,drafted from read-only evidence suggestion; confidence: high; login/register or OAuth signal found; evidence: login/register signal found; submit/add/list/publish button text signal found; directory/listing marketplace text signal found; same-domain variant must not use generic approved,read_only_evidence,every-ai.com,,unknown,unknown,domain_in_registry_only,review_submit_url,https://every-ai.com/,every-ai.com,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 57:url; directory-submissions-external-links.md:59,every-ai,https://every-ai.com/submit-tool,2
,verify_directory_fit_before_approval,,,everythingboardgames.com,,unknown,unknown,missing_domain,needs_manual_review,https://everythingboardgames.com/2024/11/exploring-the-world-of-online-board-games.html,everythingboardgames.com,repo-external-links.csv,repo-external-links.csv:row 147:url,,,1
,verify_directory_fit_before_approval,,,everythingetsy.com,,unknown,unknown,missing_domain,needs_manual_review,https://www.everythingetsy.com/2013/02/10-social-media-tips-to-make-you-a-rock-star,everythingetsy.com,repo-external-links.csv,repo-external-links.csv:row 383:url,,,1
,verify_directory_fit_before_approval,,,example-blog.com,,unknown,unknown,missing_domain,needs_manual_review,https://example-blog.com/useful-article,example-blog.com,repo-external-links.csv,repo-external-links.csv:row 148:url,,,1
reject_not_submit,verify_directory_fit_before_approval,"drafted from read-only evidence suggestion; confidence: high; no submit path, submit button, or form signal found",read_only_evidence,example.com,,unknown,unknown,missing_domain,needs_manual_review,https://example.com/,example.com,repo-external-links.csv,repo-external-links.csv:row 149:url; repo-external-links.csv:row 150:url,,,2
reject_not_submit,verify_submit_form_before_approval,drafted from read-only evidence suggestion; confidence: high; HTTP 404 indicates the candidate URL is not a live submit endpoint; evidence: URL path looks like a submission endpoint; HTTP 404,read_only_evidence,example.com,,unknown,unknown,missing_domain,review_submit_url,https://example.com/submit,example.com,repo-external-links.csv,repo-external-links.csv:row 151:url,,,1
,verify_directory_fit_before_approval,,,exsloth.com,,unknown,unknown,missing_domain,needs_manual_review,https://exsloth.com/vegan-breakfast-cookies,exsloth.com,repo-external-links.csv,repo-external-links.csv:row 152:url,,,1
,verify_directory_fit_before_approval,,,ezinearticles.com,,unknown,unknown,missing_domain,needs_manual_review,https://ezinearticles.com/,ezinearticles.com,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 58:url; directory-submissions-external-links.md:60,,,2
,verify_directory_fit_before_approval,,,ezlocal.com,,unknown,unknown,missing_domain,needs_manual_review,https://www.ezlocal.com/,ezlocal.com,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 178:url; directory-submissions-external-links.md:180,,,2
reject_auth_required,use_approved_domain_variant_only_if_this_is_a_distinct_valid_submit_url,drafted from read-only evidence suggestion; confidence: high; login/register or OAuth signal found; evidence: login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 405; same-domain variant must not use generic approved,read_only_evidence,f6s.com,,unknown,unknown,domain_in_registry_only,review_submit_url,https://www.f6s.com/company/create,f6s.com,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 179:url; directory-submissions-external-links.md:181,f6s,https://www.f6s.com/,2
,verify_directory_fit_before_approval,,,fallfordiy.com,,unknown,unknown,missing_domain,needs_manual_review,https://fallfordiy.com/blog/2015/11/18/diy-paint-dipped-advent-calendar-bottles,fallfordiy.com,repo-external-links.csv,repo-external-links.csv:row 153:url,,,1
,verify_directory_fit_before_approval,,,fashionablefoods.com,,unknown,unknown,missing_domain,needs_manual_review,https://fashionablefoods.com/2014/10/20/roasted-butternut-squash-and-apple-soup,fashionablefoods.com,repo-external-links.csv,repo-external-links.csv:row 154:url,,,1
,verify_directory_fit_before_approval,,,fashionablefoods.com,,unknown,unknown,missing_domain,needs_manual_review,https://fashionablefoods.com/2014/11/10/2014119turkey-roulade,fashionablefoods.com,repo-external-links.csv,repo-external-links.csv:row 155:url,,,1
,verify_directory_fit_before_approval,,,fashionablefoods.com,,unknown,unknown,missing_domain,needs_manual_review,https://fashionablefoods.com/2014/12/01/2014121make-ahead-monday-shepherds-pie,fashionablefoods.com,repo-external-links.csv,repo-external-links.csv:row 156:url,,,1
,verify_directory_fit_before_approval,,,fashionablefoods.com,,unknown,unknown,missing_domain,needs_manual_review,https://fashionablefoods.com/2014/12/28/creamy-ham-and-pea-pasta,fashionablefoods.com,repo-external-links.csv,repo-external-links.csv:row 157:url,,,1
reject_paid,use_approved_domain_variant_only_if_this_is_a_distinct_valid_submit_url,drafted from read-only evidence suggestion; confidence: high; payment/pricing signal appears on a submit/listing surface; evidence: payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; submit/add/list/publish button text signal found; URL path looks like a submission endpoint; directory/listing marketplace text signal found; same-domain variant must not use generic approved,read_only_evidence,fazier.com,,paid,unknown,domain_in_registry_only,review_submit_url,https://fazier.com/submit,fazier.com,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 59:url; directory-submissions-external-links.md:61,fazier,https://fazier.com/,2
,verify_directory_fit_before_approval,,,feedough.com,,unknown,unknown,missing_domain,needs_manual_review,https://www.feedough.com/,feedough.com,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 180:url; directory-submissions-external-links.md:182,,,2
,verify_directory_fit_before_approval,,,feedspot.com,,unknown,unknown,missing_domain,needs_manual_review,https://www.feedspot.com/,feedspot.com,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 181:url; directory-submissions-external-links.md:183,,,2
,verify_directory_fit_before_approval,,,feettothefire.blogs.wesleyan.edu,,unknown,unknown,missing_domain,needs_manual_review,https://feettothefire.blogs.wesleyan.edu/2009/02/26/main-street-marketplace/comment-page-2,feettothefire.blogs.wesleyan.edu,repo-external-links.csv,repo-external-links.csv:row 159:url,,,1
