batch_id,batch_order,review_row,review_action,url,domain,http_status,fetch_ok,final_url,final_domain,domain_changed,content_type,title,form_count,input_count,submit_button_signal,submit_path_signal,directory_signal,auth_signal,oauth_signal,captcha_signal,cloudflare_signal,payment_signal,duplicate_registry_url,suggested_decision,evidence_notes,fetch_error,checked_at
p2-recheck-002,127,118,verify_directory_fit_before_any_approval,https://www.betterreading.com.au/news/awards/breaking-news-announcing-the-2023-better-reading-top-100,betterreading.com.au,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,This operation was aborted,This operation was aborted,2026-05-22T10:50:11.933Z
p2-recheck-002,128,119,verify_directory_fit_before_any_approval,https://www.betterreading.com.au/news/book-life/wine-coffee-tea-what-do-you-drink-while-youre-reading,betterreading.com.au,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,This operation was aborted,This operation was aborted,2026-05-22T10:50:41.940Z
p2-recheck-002,129,120,verify_directory_fit_before_any_approval,https://bevcooks.com/2019/06/creamy-chicken-and-asparagus-casserole,bevcooks.com,200,yes,https://bevcooks.com/2019/06/creamy-chicken-and-asparagus-casserole/,bevcooks.com,no,text/html; charset=UTF-8,Creamy Chicken and Asparagus Casserole - Bev Cooks,3,15,yes,no,yes,no,no,yes,no,yes,no,reject_paid,"payment/pricing signal found; CAPTCHA signal found; 3 form(s), 15 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T10:51:11.947Z
p2-recheck-002,130,121,verify_directory_fit_before_any_approval,https://bevcooks.com/2024/08/homemade-ricotta,bevcooks.com,200,yes,https://bevcooks.com/2024/08/homemade-ricotta/,bevcooks.com,no,text/html; charset=UTF-8,Homemade Ricotta - Bev Cooks,3,15,yes,no,yes,yes,no,yes,no,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; CAPTCHA signal found; 3 form(s), 15 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T10:51:19.866Z
p2-recheck-002,131,123,verify_directory_fit_before_any_approval,https://www.bing.com/indexnow,bing.com,200,yes,https://www.bing.com/indexnow,bing.com,no,text/html; charset=utf-8,Why IndexNow | Bing Webmaster Tools,0,0,no,no,yes,no,no,no,yes,no,no,reject_auth_required,Cloudflare/human verification signal found; directory/listing marketplace text signal found,,2026-05-22T10:51:22.913Z
p2-recheck-001,23,124,verify_directory_fit_before_any_approval,https://bitbucket.org/,bitbucket.org,200,yes,https://bitbucket.org/,bitbucket.org,no,text/html;charset=UTF-8,Bitbucket | Git solution for teams using Jira,2,5,yes,no,yes,yes,no,no,no,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; 2 form(s), 5 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T10:06:32.137Z
p2-recheck-001,24,125,verify_directory_fit_before_any_approval,https://www.bizcommunity.com/,bizcommunity.com,403,no,https://www.bizcommunity.com/,bizcommunity.com,no,text/html; charset=UTF-8,Attention Required! | Cloudflare,0,0,no,no,no,no,no,yes,yes,no,no,review_fetch_failed,CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,HTTP 403,2026-05-22T10:06:38.770Z
p2-recheck-001,25,126,verify_directory_fit_before_any_approval,https://www.bizsugar.com/,bizsugar.com,200,yes,https://bizsugar.com/,bizsugar.com,no,text/html; charset=UTF-8,BizSugar - Small Business News and Advice,3,3,yes,no,yes,no,no,yes,no,yes,no,reject_paid,"payment/pricing signal found; CAPTCHA signal found; 3 form(s), 3 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T10:06:39.930Z
p2-recheck-001,26,127,verify_directory_fit_before_any_approval,https://www.blackhatworld.com/,blackhatworld.com,403,no,https://www.blackhatworld.com/,blackhatworld.com,no,text/html; charset=UTF-8,Just a moment...,0,0,no,no,no,no,no,yes,yes,no,no,review_fetch_failed,CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,HTTP 403,2026-05-22T10:06:45.175Z
p2-recheck-002,132,128,verify_directory_fit_before_any_approval,https://www.blafusel.de/phpbb/memberlist.php?mode=viewprofile&u=8625,blafusel.de,200,yes,https://www.blafusel.de/phpbb/memberlist.php?mode=viewprofile&u=8625,blafusel.de,no,text/html; charset=UTF-8,blafusel.de &bull; Profil von kiricowell,1,2,yes,no,no,no,no,no,no,no,no,review_possible_submit_form,"1 form(s), 2 input/select/textarea fields; submit/add/list/publish button text signal found",,2026-05-22T10:51:23.757Z
p2-recheck-002,133,129,verify_directory_fit_before_any_approval,https://blankitinerary.com/santana-fall.html,blankitinerary.com,200,yes,https://blankitinerary.com/santana-fall.html,blankitinerary.com,no,text/html; charset=UTF-8,santana fall - Blank Itinerary,4,12,yes,no,yes,yes,no,yes,yes,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 4 form(s), 12 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T10:51:25.158Z
p2-recheck-002,134,130,verify_directory_fit_before_any_approval,https://www.blend4web.com/ru/forums/users/alexreynolds/posts,blend4web.com,200,yes,https://www.blend4web.com/ru/forums/users/alexreynolds/posts/,blend4web.com,no,text/html; charset=utf-8,Сообщения - alexreynolds | Blend4Web,4,14,yes,no,yes,no,no,no,no,no,no,review_possible_submit_form,"4 form(s), 14 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T10:51:27.588Z
p2-recheck-002,135,131,verify_directory_fit_before_any_approval,https://blog.bmtmicro.com/4449-2,blog.bmtmicro.com,200,yes,https://blog.bmtmicro.com/4449-2/,blog.bmtmicro.com,no,text/html; charset=UTF-8,Maximizing Your Business’s Facebook Page Potential | BMT Micro Blog,3,16,yes,no,yes,no,no,yes,no,no,no,reject_auth_required,"CAPTCHA signal found; 3 form(s), 16 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T10:51:30.775Z
p2-recheck-002,136,132,verify_directory_fit_before_any_approval,https://blog.goaffpro.com/mastering-affiliate-product-reviews-a-step-by-step-guide-for-engaging-content-and-conversions,blog.goaffpro.com,200,yes,https://blog.goaffpro.com/mastering-affiliate-product-reviews-a-step-by-step-guide-for-engaging-content-and-conversions/,blog.goaffpro.com,no,text/html; charset=UTF-8,Mastering Affiliate Product Reviews: A Step-by-Step Guide,2,12,yes,no,yes,no,no,yes,yes,no,no,reject_auth_required,"CAPTCHA signal found; Cloudflare/human verification signal found; 2 form(s), 12 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T10:51:34.790Z
p2-recheck-002,137,133,verify_directory_fit_before_any_approval,https://blog.metastock.com/2024/08/mastering-ichimoku-method-jeff-gibby.html,blog.metastock.com,200,yes,https://blog.metastock.com/2024/08/mastering-ichimoku-method-jeff-gibby.html,blog.metastock.com,no,text/html; charset=UTF-8,Official MetaStock Blog: Mastering the Ichimoku Method - Jeff Gibby,1,2,yes,no,yes,yes,no,yes,no,no,no,reject_auth_required,"login/register signal found; CAPTCHA signal found; 1 form(s), 2 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T10:51:38.750Z
p2-recheck-002,138,134,verify_directory_fit_before_any_approval,https://blog.myesr.org/espanol/los-casos-de-dr-pepe-caso-de-torax-12,blog.myesr.org,200,yes,https://blog.myesr.org/espanol/los-casos-de-dr-pepe-caso-de-torax-12/,blog.myesr.org,no,text/html; charset=UTF-8,Los casos de Dr. Pepe &#8211; Caso de tórax 12 (Resuelto) | Blog,2,11,yes,no,yes,yes,no,yes,yes,no,no,reject_auth_required,"login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 2 form(s), 11 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T10:51:42.372Z
p2-recheck-002,139,135,verify_directory_fit_before_any_approval,https://blog.myesr.org/espanol/los-casos-de-dr-pepe-caso-de-torax-14,blog.myesr.org,200,yes,https://blog.myesr.org/espanol/los-casos-de-dr-pepe-caso-de-torax-14/,blog.myesr.org,no,text/html; charset=UTF-8,Los casos de Dr. Pepe &#8211; Caso de tórax 14 (Resuelto) | Blog,2,11,yes,no,yes,yes,no,no,no,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; 2 form(s), 11 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T10:51:49.349Z
p2-recheck-002,140,136,verify_directory_fit_before_any_approval,https://blog.organicfood.vn/thoi-gian-ngam-cac-loai-hat-la-bao-lau-tai-sao-phai-ngam-hat,blog.organicfood.vn,200,yes,https://blog.organicfood.vn/thoi-gian-ngam-cac-loai-hat-la-bao-lau-tai-sao-phai-ngam-hat/,blog.organicfood.vn,no,text/html; charset=UTF-8,Thời Gian Ngâm Các Loại Hạt Là Bao Lâu? Tại Sao Phải Ngâm Hạt? - Giá trị vàng cho sức khoẻ gia đình,2,8,yes,no,yes,yes,no,yes,no,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; CAPTCHA signal found; 2 form(s), 8 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T10:51:51.962Z
p2-recheck-002,141,137,verify_directory_fit_before_any_approval,https://blog.pianetamamma.it/amoredimamma/polpette-di-prosciutto-cotto-e-ricotta-al-forno,blog.pianetamamma.it,200,yes,https://blog.pianetamamma.it/amoredimamma/polpette-di-prosciutto-cotto-e-ricotta-al-forno/,blog.pianetamamma.it,no,text/html; charset=UTF-8,Polpette di prosciutto cotto e ricotta al forno | Amore di Mamma,3,7,yes,no,yes,yes,no,yes,yes,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 7 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T10:52:01.582Z
p2-recheck-002,142,138,verify_directory_fit_before_any_approval,https://blog.prusa3d.com/make-it-fly-contest-winners_77429,blog.prusa3d.com,200,yes,https://blog.prusa3d.com/make-it-fly-contest-winners_77429/,blog.prusa3d.com,no,text/html; charset=UTF-8,Make it fly! Contest Winners - Original Prusa 3D Printers,1,2,yes,no,yes,yes,no,yes,yes,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 1 form(s), 2 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T10:52:06.223Z
p2-recheck-002,143,139,verify_directory_fit_before_any_approval,http://blog.setlist.fm/2009/03/setlistfm-hits-blogosphere.html,blog.setlist.fm,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-22T10:52:11.029Z
p2-recheck-002,144,140,verify_directory_fit_before_any_approval,https://blog.tallmenshoes.com/2018/10/5-ways-to-elevate-your-fashion.html,blog.tallmenshoes.com,200,yes,https://blog.tallmenshoes.com/2018/10/5-ways-to-elevate-your-fashion.html,blog.tallmenshoes.com,no,text/html; charset=UTF-8,Official Blog - Tallmenshoes.com - Your Ultimate Source for Elevator Shoes: 5 Ways to Elevate your Fashion,0,0,no,no,yes,yes,no,yes,no,yes,no,reject_paid,payment/pricing signal found; login/register signal found; CAPTCHA signal found; directory/listing marketplace text signal found,,2026-05-22T10:52:21.549Z
