batch_id,batch_order,priority,priority_score,review_row,review_decision,review_decision_options,review_action,review_instruction,review_notes,reviewed_by,submission_url_override,canonical_name,pricing,lang,classification,candidate_import_recommendation,url,domain,occurrence_count,source_files,source_locations,registry_target_ids,registry_submit_urls
p2-002,168,P2,37,557,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,wellness.com,unknown,unknown,missing_domain,needs_manual_review,https://www.wellness.com/,wellness.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 263:url; directory-submissions-external-links.md:265,,
p2-002,169,P2,37,558,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,whatlaunchedtoday.com,unknown,unknown,missing_domain,needs_manual_review,https://whatlaunchedtoday.com/,whatlaunchedtoday.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 138:url; directory-submissions-external-links.md:140,,
p2-002,170,P2,37,560,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,where2go.com,unknown,unknown,missing_domain,needs_manual_review,https://www.where2go.com/,where2go.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 264:url; directory-submissions-external-links.md:266,,
p2-002,171,P2,37,566,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,wordpress.com,unknown,unknown,missing_domain,needs_manual_review,https://wordpress.com/,wordpress.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 140:url; directory-submissions-external-links.md:142,,
p2-002,172,P2,37,569,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,yellowpagesgoesgreen.org,unknown,unknown,missing_domain,needs_manual_review,https://www.yellowpagesgoesgreen.org/,yellowpagesgoesgreen.org,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 265:url; directory-submissions-external-links.md:267,,
p2-002,173,P2,37,570,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,yogatrail.com,unknown,unknown,missing_domain,needs_manual_review,https://www.yogatrail.com/,yogatrail.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 266:url; directory-submissions-external-links.md:268,,
p2-002,174,P2,37,579,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,zapier.com,unknown,unknown,missing_domain,needs_manual_review,https://zapier.com/developer,zapier.com,2,directory-submissions-external-links.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 267:url; directory-submissions-external-links.md:269,,
p2-002,175,P2,27,203,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,custom.com,unknown,unknown,missing_domain,needs_manual_review,https://custom.com/,custom.com,2,repo-external-links.csv,repo-external-links.csv:row 129:url; repo-external-links.csv:row 130:url,,
p2-002,176,P2,27,235,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,example.com,unknown,unknown,missing_domain,needs_manual_review,https://example.com/,example.com,2,repo-external-links.csv,repo-external-links.csv:row 149:url; repo-external-links.csv:row 150:url,,
p2-002,177,P2,26,57,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,abracomex.org,unknown,unknown,missing_domain,needs_manual_review,https://abracomex.org/aula-inaugural-graduacao-servicos-juridicos-online,abracomex.org,1,repo-external-links.csv,repo-external-links.csv:row 31:url,,
p2-002,178,P2,26,58,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,accounts.google.com,unknown,unknown,missing_domain,needs_manual_review,https://accounts.google.com/,accounts.google.com,1,repo-external-links.csv,repo-external-links.csv:row 32:url,,
p2-002,179,P2,26,61,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,advicefromatwentysomething.com,unknown,unknown,missing_domain,needs_manual_review,https://advicefromatwentysomething.com/3-simple-ways-to-reconnect-with-your-creativity,advicefromatwentysomething.com,1,repo-external-links.csv,repo-external-links.csv:row 33:url,,
p2-002,180,P2,26,88,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,another-blog.com,unknown,unknown,missing_domain,needs_manual_review,https://another-blog.com/tech-post,another-blog.com,1,repo-external-links.csv,repo-external-links.csv:row 67:url,,
p2-002,181,P2,26,89,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,anspblog.org,unknown,unknown,missing_domain,needs_manual_review,https://www.anspblog.org/fin-to-limb-to-art,anspblog.org,1,repo-external-links.csv,repo-external-links.csv:row 348:url,,
p2-002,182,P2,26,91,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,any-site.com,unknown,unknown,missing_domain,needs_manual_review,https://any-site.com/,any-site.com,1,repo-external-links.csv,repo-external-links.csv:row 69:url,,
p2-002,183,P2,26,93,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,api.indexnow.org,unknown,unknown,missing_domain,needs_manual_review,https://api.indexnow.org/indexnow,api.indexnow.org,1,repo-external-links.csv,repo-external-links.csv:row 72:url,,
p2-002,184,P2,26,97,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,arlindovsky.net,unknown,unknown,missing_domain,needs_manual_review,https://www.arlindovsky.net/2022/06/calendarizacao-da-mobilidade-por-doenca,arlindovsky.net,1,repo-external-links.csv,repo-external-links.csv:row 349:url,,
p2-002,185,P2,26,98,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,arlindovsky.net,unknown,unknown,missing_domain,needs_manual_review,https://www.arlindovsky.net/2024/05/e-depois-de-abril-paulo-prudencio,arlindovsky.net,1,repo-external-links.csv,repo-external-links.csv:row 350:url,,
p2-002,186,P2,26,102,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,athomeinthefuture.com,unknown,unknown,missing_domain,needs_manual_review,https://athomeinthefuture.com/2022/03/design-decorate-perfect-backyard,athomeinthefuture.com,1,repo-external-links.csv,repo-external-links.csv:row 75:url,,
p2-002,187,P2,26,107,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,bakerella.com,unknown,unknown,missing_domain,needs_manual_review,https://www.bakerella.com/16-sweet-easter-treats,bakerella.com,1,repo-external-links.csv,repo-external-links.csv:row 351:url,,
p2-002,188,P2,26,108,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,bakerella.com,unknown,unknown,missing_domain,needs_manual_review,https://www.bakerella.com/sweets-for-the-season,bakerella.com,1,repo-external-links.csv,repo-external-links.csv:row 352:url,,
p2-002,189,P2,26,109,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,bakerella.com,unknown,unknown,missing_domain,needs_manual_review,https://www.bakerella.com/yummy-mummy-snack-cakes,bakerella.com,1,repo-external-links.csv,repo-external-links.csv:row 353:url,,
p2-002,190,P2,26,110,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,bakersroyale.com,unknown,unknown,missing_domain,needs_manual_review,https://bakersroyale.com/chocolate-banana-bread-muffins-stuffed-with-reeses-peanut-butter-cup,bakersroyale.com,1,repo-external-links.csv,repo-external-links.csv:row 79:url,,
p2-002,191,P2,26,112,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,bangshift.com,unknown,unknown,missing_domain,needs_manual_review,https://bangshift.com/bangshift1320/baby-gators-photos-nhra-divisional-sportsman-drag-racing-action-shots,bangshift.com,1,repo-external-links.csv,repo-external-links.csv:row 80:url,,
p2-002,192,P2,26,113,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,beautythroughimperfection.com,unknown,unknown,missing_domain,needs_manual_review,https://www.beautythroughimperfection.com/reindeer-donuts,beautythroughimperfection.com,1,repo-external-links.csv,repo-external-links.csv:row 354:url,,
p2-002,193,P2,26,118,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,betterreading.com.au,unknown,unknown,missing_domain,needs_manual_review,https://www.betterreading.com.au/news/awards/breaking-news-announcing-the-2023-better-reading-top-100,betterreading.com.au,1,repo-external-links.csv,repo-external-links.csv:row 355:url,,
p2-002,194,P2,26,119,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,betterreading.com.au,unknown,unknown,missing_domain,needs_manual_review,https://www.betterreading.com.au/news/book-life/wine-coffee-tea-what-do-you-drink-while-youre-reading,betterreading.com.au,1,repo-external-links.csv,repo-external-links.csv:row 356:url,,
p2-002,195,P2,26,120,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,bevcooks.com,unknown,unknown,missing_domain,needs_manual_review,https://bevcooks.com/2019/06/creamy-chicken-and-asparagus-casserole,bevcooks.com,1,repo-external-links.csv,repo-external-links.csv:row 82:url,,
p2-002,196,P2,26,121,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,bevcooks.com,unknown,unknown,missing_domain,needs_manual_review,https://bevcooks.com/2024/08/homemade-ricotta,bevcooks.com,1,repo-external-links.csv,repo-external-links.csv:row 83:url,,
p2-002,197,P2,26,123,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,bing.com,unknown,unknown,missing_domain,needs_manual_review,https://www.bing.com/indexnow,bing.com,1,repo-external-links.csv,repo-external-links.csv:row 357:url,,
p2-002,198,P2,26,128,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,blafusel.de,unknown,unknown,missing_domain,needs_manual_review,https://www.blafusel.de/phpbb/memberlist.php?mode=viewprofile&u=8625,blafusel.de,1,repo-external-links.csv,repo-external-links.csv:row 358:url,,
p2-002,199,P2,26,129,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,blankitinerary.com,unknown,unknown,missing_domain,needs_manual_review,https://blankitinerary.com/santana-fall.html,blankitinerary.com,1,repo-external-links.csv,repo-external-links.csv:row 85:url,,
p2-002,200,P2,26,130,,approved | reject_not_directory | reject_not_submit | reject_paid,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,blend4web.com,unknown,unknown,missing_domain,needs_manual_review,https://www.blend4web.com/ru/forums/users/alexreynolds/posts,blend4web.com,1,repo-external-links.csv,repo-external-links.csv:row 359:url,,
