batch_id,batch_order,review_row,review_action,url,domain,http_status,fetch_ok,final_url,final_domain,domain_changed,content_type,title,form_count,input_count,submit_button_signal,submit_path_signal,directory_signal,auth_signal,oauth_signal,captcha_signal,cloudflare_signal,payment_signal,duplicate_registry_url,suggested_decision,evidence_notes,fetch_error,checked_at
p2-004,351,431,verify_directory_fit_before_any_approval,https://premierchess.com/chess-growth/maythebestplayerwin,premierchess.com,200,yes,https://premierchess.com/chess-growth/maythebestplayerwin,premierchess.com,no,text/html; charset=UTF-8,May The Best Player Win | Premier Chess,1,10,yes,no,yes,yes,no,yes,no,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; CAPTCHA signal found; 1 form(s), 10 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T08:39:27.785Z
p2-004,352,432,verify_directory_fit_before_any_approval,https://premierchess.com/uncategorized/is-chess-a-sport-an-introduction-of-chess-in-and-within-the-sports-world,premierchess.com,200,yes,https://premierchess.com/uncategorized/is-chess-a-sport-an-introduction-of-chess-in-and-within-the-sports-world,premierchess.com,no,text/html; charset=UTF-8,Is Chess a Sport? An Introduction of Chess in and within the Sports World | Premier Chess,1,10,yes,no,yes,yes,no,yes,no,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; CAPTCHA signal found; 1 form(s), 10 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T08:39:33.101Z
p2-004,353,433,verify_directory_fit_before_any_approval,https://preview.amplethemes.com/blog-vlog-pro/2018/12/14/lovely-cat,preview.amplethemes.com,200,yes,https://preview.amplethemes.com/blog-vlog-pro/2018/12/14/lovely-cat/,preview.amplethemes.com,no,text/html; charset=UTF-8,Plant &#8211; Blog Vlog Pro,4,14,yes,no,yes,yes,no,yes,no,no,no,reject_auth_required,"login/register signal found; CAPTCHA signal found; 4 form(s), 14 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T08:39:36.318Z
p2-004,354,435,verify_directory_fit_before_any_approval,https://product.com/,product.com,200,yes,https://product.com/,product.com,no,text/html; charset=utf-8,"Geocentric Media: A Media, Advertising, Publishing and Software Development Company.",0,0,no,no,yes,no,no,yes,yes,no,no,reject_auth_required,CAPTCHA signal found; Cloudflare/human verification signal found; directory/listing marketplace text signal found,,2026-05-22T08:39:38.953Z
p2-004,355,437,verify_directory_fit_before_any_approval,http://programas.cooperativa.cl/enaccion/2010/09/10/los-reportes-de-sustentabilidad,programas.cooperativa.cl,200,yes,http://programas.cooperativa.cl/enaccion/2010/09/10/los-reportes-de-sustentabilidad/,programas.cooperativa.cl,no,text/html; charset=UTF-8,Empresas en Acción &raquo; Blog Archive &raquo; Los reportes de sustentabilidad - Cooperativa.cl,1,7,yes,no,yes,yes,no,no,no,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; 1 form(s), 7 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T08:39:40.552Z
p2-004,356,439,verify_directory_fit_before_any_approval,https://proofreadanywhere.com/get-paid-to-proofread,proofreadanywhere.com,200,yes,https://proofreadanywhere.com/get-paid-to-proofread/,proofreadanywhere.com,no,text/html; charset=UTF-8,How to Get Paid to Proofread | Proofread Anywhere,2,19,yes,no,yes,yes,no,yes,no,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; CAPTCHA signal found; 2 form(s), 19 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T08:39:45.740Z
p2-004,357,441,verify_directory_fit_before_any_approval,https://pt-media.org/2022/11/02/kuvitteellinen-hakaristi-pahoitti-mielen,pt-media.org,200,yes,https://pt-media.org/2022/11/02/kuvitteellinen-hakaristi-pahoitti-mielen/,pt-media.org,no,text/html; charset=UTF-8,Kuvitteellinen hakaristi pahoitti mielen &#8226; Pt-media.org,2,6,yes,no,no,no,no,yes,no,no,no,reject_auth_required,"CAPTCHA signal found; 2 form(s), 6 input/select/textarea fields; submit/add/list/publish button text signal found",,2026-05-22T08:39:50.264Z
p2-004,358,442,verify_directory_fit_before_any_approval,https://www.pv-magazine.com/2022/01/15/the-weekend-read,pv-magazine.com,200,yes,https://www.pv-magazine.com/2022/01/15/the-weekend-read/,pv-magazine.com,no,text/html; charset=UTF-8,The weekend read: V2G driving grid changes &#8211; pv magazine International,5,33,yes,no,yes,no,no,yes,yes,yes,no,reject_paid,"payment/pricing signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 5 form(s), 33 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T08:39:55.683Z
p2-004,359,445,verify_directory_fit_before_any_approval,https://radioink.com/2025/04/14/donald-trump-jr-lara-trump-take-stakes-in-salem-media-group,radioink.com,200,yes,https://radioink.com/2025/04/14/donald-trump-jr-lara-trump-take-stakes-in-salem-media-group/,radioink.com,no,text/html; charset=UTF-8,"Donald Trump Jr., Lara Trump Take Stakes In Salem Media Group - Radio Ink",5,27,yes,no,yes,yes,no,yes,yes,no,no,reject_auth_required,"login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 5 form(s), 27 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T08:39:59.581Z
p2-004,360,446,verify_directory_fit_before_any_approval,https://www.rcinet.ca/bhm-en/2021/02/02/a-variety-of-activities-unveiled-for-black-history-month,rcinet.ca,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,This operation was aborted,This operation was aborted,2026-05-22T08:40:02.042Z
p2-004,361,447,verify_directory_fit_before_any_approval,https://www.rcinet.ca/rci70-en/2015/02/24/test1,rcinet.ca,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,This operation was aborted,This operation was aborted,2026-05-22T08:40:12.047Z
p2-004,362,448,verify_directory_fit_before_any_approval,https://www.reneeroaming.com/kimberley-australia-luxury-expedition-cruise-seabourn,reneeroaming.com,200,yes,https://www.reneeroaming.com/kimberley-australia-luxury-expedition-cruise-seabourn/,reneeroaming.com,no,text/html; charset=UTF-8,Kimberley Australia Luxury Expedition Cruise With Seabourn,6,23,yes,no,yes,yes,no,yes,no,no,no,reject_auth_required,"login/register signal found; CAPTCHA signal found; 6 form(s), 23 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T08:40:22.052Z
p2-004,363,449,verify_directory_fit_before_any_approval,https://www.reneeroaming.com/mexico-city-itinerary-the-best-things-to-do-in-4-days,reneeroaming.com,200,yes,https://www.reneeroaming.com/mexico-city-itinerary-the-best-things-to-do-in-4-days/,reneeroaming.com,no,text/html; charset=UTF-8,Mexico City Itinerary: The Best Things To Do in 4 Days - Renee Roaming,6,23,yes,no,yes,yes,no,yes,no,no,no,reject_auth_required,"login/register signal found; CAPTCHA signal found; 6 form(s), 23 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T08:40:25.835Z
p2-004,364,450,verify_directory_fit_before_any_approval,https://www.reneeroaming.com/new-england-fall-road-trip,reneeroaming.com,200,yes,https://www.reneeroaming.com/new-england-fall-road-trip/,reneeroaming.com,no,text/html; charset=UTF-8,The ULTIMATE New England Fall Road Trip Itinerary - Renee Roaming,6,23,yes,no,yes,yes,no,yes,no,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; CAPTCHA signal found; 6 form(s), 23 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T08:40:27.201Z
p2-004,365,451,verify_directory_fit_before_any_approval,https://www.repeatcrafterme.com/2013/02/barn-card-for-sprout-tv.html,repeatcrafterme.com,200,yes,https://www.repeatcrafterme.com/2013/02/barn-card-for-sprout-tv.html,repeatcrafterme.com,no,text/html; charset=UTF-8,Barn Card for Sprout TV - Repeat Crafter Me,3,18,yes,no,yes,no,no,yes,yes,yes,no,reject_paid,"payment/pricing signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 18 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T08:40:28.970Z
p2-004,366,452,verify_directory_fit_before_any_approval,https://www.repeatcrafterme.com/2019/01/crochet-moss-stitch-in-a-rectangle.html,repeatcrafterme.com,200,yes,https://www.repeatcrafterme.com/2019/01/crochet-moss-stitch-in-a-rectangle.html,repeatcrafterme.com,no,text/html; charset=UTF-8,Crochet Moss Stitch in a Rectangle - Repeat Crafter Me,3,18,yes,no,yes,yes,no,yes,yes,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 18 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T08:40:30.757Z
p2-004,367,453,verify_directory_fit_before_any_approval,https://www.repeatcrafterme.com/2019/05/crochet-avocado.html,repeatcrafterme.com,200,yes,https://www.repeatcrafterme.com/2019/05/crochet-avocado.html,repeatcrafterme.com,no,text/html; charset=UTF-8,Crochet Avocado - Repeat Crafter Me,3,18,yes,no,yes,yes,no,yes,yes,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 18 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T08:40:31.642Z
p2-004,368,454,verify_directory_fit_before_any_approval,https://www.repeatcrafterme.com/2025/02/crochet-furry-friends-book.html,repeatcrafterme.com,200,yes,https://www.repeatcrafterme.com/2025/02/crochet-furry-friends-book.html,repeatcrafterme.com,no,text/html; charset=UTF-8,Crochet Furry Friends Book - Repeat Crafter Me,3,18,yes,no,yes,yes,no,yes,yes,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 18 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T08:40:32.349Z
p2-004,369,456,verify_directory_fit_before_any_approval,https://ride.guru/content/newsroom/finding-your-fare-with-rideguru-a-how-to-guide,ride.guru,200,yes,https://ride.guru/content/newsroom/finding-your-fare-with-rideguru-a-how-to-guide,ride.guru,no,text/html; charset=utf-8,RideGuru - How to Find Your Fare with RideGuru,26,193,yes,no,yes,yes,no,yes,no,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; CAPTCHA signal found; 26 form(s), 193 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T08:40:33.135Z
p2-004,370,457,verify_directory_fit_before_any_approval,https://ru.esosedi.org/RU/BA/8564043/ust_saldyibash,ru.esosedi.org,200,yes,https://esosedi.org/,esosedi.org,yes,text/html,еСоседи — Маршрут завершён,0,0,no,no,no,no,no,no,yes,no,no,reject_auth_required,Cloudflare/human verification signal found; final domain changed to esosedi.org,,2026-05-22T08:40:37.807Z
p2-004,371,459,verify_directory_fit_before_any_approval,https://www.runningwithspoons.com/easy-homemade-teriyaki-sauce,runningwithspoons.com,200,yes,https://www.runningwithspoons.com/easy-homemade-teriyaki-sauce/,runningwithspoons.com,no,text/html; charset=UTF-8,"Easy Homemade Teriyaki Sauce (gluten-free, vegan)",6,33,yes,no,yes,yes,no,yes,yes,no,no,reject_auth_required,"login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 6 form(s), 33 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T08:40:41.389Z
p2-004,372,460,verify_directory_fit_before_any_approval,https://www.runningwithspoons.com/flourless-carrot-cake-muffins,runningwithspoons.com,200,yes,https://www.runningwithspoons.com/flourless-carrot-cake-muffins/,runningwithspoons.com,no,text/html; charset=UTF-8,Flourless Carrot Cake Muffins | running with spoons,6,41,yes,no,yes,yes,no,yes,yes,no,no,reject_auth_required,"login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 6 form(s), 41 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T08:40:44.838Z
p2-004,373,461,verify_directory_fit_before_any_approval,https://runpee.com/10-best-math-movies-for-middle-school-students,runpee.com,200,yes,https://runpee.com/10-best-math-movies-for-middle-school-students/,runpee.com,no,text/html; charset=UTF-8,10 Best Math Movies For Middle School Students &#8211; RunPee,1,1,yes,no,yes,yes,no,yes,yes,no,no,reject_auth_required,"login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 1 form(s), 1 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T08:40:46.033Z
p2-004,374,465,verify_directory_fit_before_any_approval,https://scandasia.com/binh-duong-province-of-vietnam-attracts-more-than-4000-foreign-direct-investment-projects,scandasia.com,404,no,https://scandasia.com/binh-duong-province-of-vietnam-attracts-more-than-4000-foreign-direct-investment-projects,scandasia.com,no,text/html; charset=UTF-8,Page not found - Scandasia,2,4,yes,no,no,no,no,yes,yes,no,no,review_fetch_failed,"CAPTCHA signal found; Cloudflare/human verification signal found; 2 form(s), 4 input/select/textarea fields; submit/add/list/publish button text signal found; HTTP 404",HTTP 404,2026-05-22T08:40:49.262Z
p2-004,375,468,verify_directory_fit_before_any_approval,https://www.selfloverainbow.com/self-improvement-7-reasons-why-we-struggle,selfloverainbow.com,200,yes,https://www.selfloverainbow.com/self-improvement-7-reasons-why-we-struggle,selfloverainbow.com,no,text/html; charset=UTF-8,Self-Improvement: 7 Reasons Why We Struggle | Self-Love Rainbow,1,2,yes,no,yes,yes,no,yes,no,no,no,reject_auth_required,"login/register signal found; CAPTCHA signal found; 1 form(s), 2 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T08:40:52.034Z
p2-004,376,470,verify_directory_fit_before_any_approval,https://sharonsantoni.com/2023/05/making-strawberry-jam-2,sharonsantoni.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,This operation was aborted,This operation was aborted,2026-05-22T08:40:54.379Z
p2-004,377,473,verify_directory_fit_before_any_approval,https://www.simonsaysstampblog.com/blog/amore-laurafadora-3/comment-page-1,simonsaysstampblog.com,200,yes,https://www.simonsaysstampblog.com/blog/amore-laurafadora-3/comment-page-1/,simonsaysstampblog.com,no,text/html; charset=UTF-8,Layered Stamping Without the Outline! Happy Floral Card: Amore Laurafadora |,4,24,yes,no,yes,no,no,yes,yes,no,no,reject_auth_required,"CAPTCHA signal found; Cloudflare/human verification signal found; 4 form(s), 24 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T08:41:04.385Z
p2-004,378,474,verify_directory_fit_before_any_approval,https://site.com/,site.com,200,yes,https://site.com/,site.com,no,text/html;charset=UTF-8,,0,0,no,no,no,no,no,no,no,no,no,reject_not_submit,,,2026-05-22T08:41:07.964Z
p2-004,379,478,verify_directory_fit_before_any_approval,https://sites.suffolk.edu/connormulcahy/2014/02/28/solar-energy-lab,sites.suffolk.edu,200,yes,https://sites.suffolk.edu/connormulcahy/2014/02/28/solar-energy-lab/,sites.suffolk.edu,no,text/html; charset=UTF-8,Solar Energy Lab &#8211; Connor Mulcahy,2,3,yes,no,yes,yes,no,yes,no,no,no,reject_auth_required,"login/register signal found; CAPTCHA signal found; 2 form(s), 3 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T08:41:09.476Z
p2-004,380,479,verify_directory_fit_before_any_approval,https://sites.williams.edu/srd4/methods-exercises/methods-exercise-6,sites.williams.edu,403,no,https://sites.williams.edu/srd4/methods-exercises/methods-exercise-6,sites.williams.edu,no,text/html; charset=UTF-8,Just a moment...,0,0,no,no,no,no,no,yes,yes,no,no,review_fetch_failed,CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,HTTP 403,2026-05-22T08:41:16.958Z
p2-004,381,480,verify_directory_fit_before_any_approval,https://sites.williams.edu/srd4/why-we-sing,sites.williams.edu,403,no,https://sites.williams.edu/srd4/why-we-sing,sites.williams.edu,no,text/html; charset=UTF-8,Just a moment...,0,0,no,no,no,no,no,yes,yes,no,no,review_fetch_failed,CAPTCHA signal found; Cloudflare/human verification signal found; HTTP 403,HTTP 403,2026-05-22T08:41:18.634Z
p2-004,382,484,verify_directory_fit_before_any_approval,https://slice.uccs.edu/?p=804,slice.uccs.edu,200,yes,https://slice.uccs.edu/?p=804,slice.uccs.edu,no,text/html; charset=UTF-8,Manitou Springs Police Department,3,13,yes,no,yes,yes,no,yes,yes,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 13 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T08:41:19.428Z
p2-004,383,486,verify_directory_fit_before_any_approval,https://snipplr.com/users/mcleanross?language=all,snipplr.com,200,yes,https://snipplr.com/users/mcleanross?language=all,snipplr.com,no,text/html; charset=UTF-8,mcleanross's Snippets,1,2,no,no,no,yes,no,yes,no,no,no,reject_auth_required,"login/register signal found; CAPTCHA signal found; 1 form(s), 2 input/select/textarea fields",,2026-05-22T08:41:26.471Z
p2-004,384,487,verify_directory_fit_before_any_approval,https://soccernet.ng/2024/03/were-looking-forward-to-it-atalantas-lookman-pumped-ahead-of-nigerias-jollof-derby-against-ghana.html,soccernet.ng,200,yes,https://soccernet.ng/2024/03/were-looking-forward-to-it-atalantas-lookman-pumped-ahead-of-nigerias-jollof-derby-against-ghana.html,soccernet.ng,no,text/html,&quot;We&#039;re looking forward to it&quot; - Atalanta&#039;s Lookman pumped ahead of Nigeria&#039;s jollof derby against Ghana - Soccernet NG,5,11,yes,no,no,no,no,yes,yes,no,no,reject_auth_required,"CAPTCHA signal found; Cloudflare/human verification signal found; 5 form(s), 11 input/select/textarea fields; submit/add/list/publish button text signal found",,2026-05-22T08:41:29.628Z
p2-004,385,493,verify_directory_fit_before_any_approval,https://www.speechandlanguagekids.com/week-7-summer-speech-challenge,speechandlanguagekids.com,200,yes,https://www.speechandlanguagekids.com/week-7-summer-speech-challenge/,speechandlanguagekids.com,no,text/html; charset=UTF-8,Summer Speech Therapy Homework - Week 7 - Speech And Language Kids,3,7,yes,no,yes,yes,no,yes,yes,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 7 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T08:41:32.543Z
p2-004,386,495,verify_directory_fit_before_any_approval,https://squatuniversity.com/2015/12/01/the-squat-fix-hip-mobility-pt-1/comment-page-2,squatuniversity.com,200,yes,https://squatuniversity.com/2015/12/01/the-squat-fix-hip-mobility-pt-1/comment-page-2/,squatuniversity.com,no,text/html; charset=UTF-8,How to Screen Hip Mobility &#8211; Squat University,7,29,yes,no,yes,yes,no,yes,no,no,no,reject_auth_required,"login/register signal found; CAPTCHA signal found; 7 form(s), 29 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T08:41:41.184Z
p2-004,387,496,verify_directory_fit_before_any_approval,https://squatuniversity.com/2016/04/07/how-to-perfect-the-front-squat/comment-page-4,squatuniversity.com,200,yes,https://squatuniversity.com/2016/04/07/how-to-perfect-the-front-squat/comment-page-4/,squatuniversity.com,no,text/html; charset=UTF-8,How To Perfect The Front Squat &#8211; Squat University,7,29,yes,no,yes,no,no,yes,no,no,no,reject_auth_required,"CAPTCHA signal found; 7 form(s), 29 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T08:41:43.635Z
p2-004,388,498,verify_directory_fit_before_any_approval,https://www.stampstampede.org/society-stampers/groups/sprunki-game-1453889805/members,stampstampede.org,200,yes,https://www.stampstampede.org/society-stampers/groups/sprunki-game-1453889805/members/,stampstampede.org,no,text/html; charset=UTF-8,Members &#8211; sprunki game &#8211; The Stamp Stampede,1,3,yes,no,no,yes,no,yes,yes,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 1 form(s), 3 input/select/textarea fields; submit/add/list/publish button text signal found",,2026-05-22T08:41:45.700Z
p2-004,389,499,verify_directory_fit_before_any_approval,https://startup88.com/,startup88.com,200,yes,https://startup88.com/,startup88.com,no,text/html; charset=UTF-8,Startup88 - Showcase your startup to the world!,4,8,yes,no,yes,no,no,yes,yes,no,no,reject_auth_required,"CAPTCHA signal found; Cloudflare/human verification signal found; 4 form(s), 8 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T08:41:51.012Z
p2-004,390,506,verify_directory_fit_before_any_approval,https://www.steffisrecipes.com/2020/04/idli-kurma.html,steffisrecipes.com,200,yes,https://www.steffisrecipes.com/2020/04/idli-kurma.html,steffisrecipes.com,no,text/html; charset=UTF-8,Idli Kurma | Steffi's Recipes,0,1,yes,no,yes,yes,no,yes,no,yes,no,reject_paid,payment/pricing signal found; login/register signal found; CAPTCHA signal found; submit/add/list/publish button text signal found; directory/listing marketplace text signal found,,2026-05-22T08:41:54.460Z
p2-004,391,509,verify_directory_fit_before_any_approval,https://stylelovely.com/diybalamoda/2016/01/diy-recicla-un-jersey,stylelovely.com,200,yes,https://stylelovely.com/diybalamoda/2016/01/diy-recicla-un-jersey,stylelovely.com,no,text/html; charset=UTF-8,DIY: Recicla un jersey - B a la Moda D.I.Y,3,18,yes,no,yes,no,no,yes,no,no,no,reject_auth_required,"CAPTCHA signal found; 3 form(s), 18 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T08:41:58.530Z
p2-004,392,510,verify_directory_fit_before_any_approval,https://stylishpetite.com/2023/07/high-tea-at-langham-hotel-pasadena.html,stylishpetite.com,200,yes,https://stylishpetite.com/2023/07/high-tea-at-langham-hotel-pasadena.html,stylishpetite.com,no,text/html; charset=UTF-8,"High Tea at Langham Hotel, Pasadena - Stylish Petite",3,20,yes,no,yes,no,no,yes,yes,no,no,reject_auth_required,"CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 20 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T08:42:00.759Z
p2-004,393,513,verify_directory_fit_before_any_approval,http://www.superstore.co.jp/wp-includes/fonts/diary.cgi?mode=comment&no=116,superstore.co.jp,404,no,http://www.superstore.co.jp/wp-includes/fonts/diary.cgi?mode=comment&no=116,superstore.co.jp,no,text/html; charset=UTF-8,404 NOT FOUND | 株式会社スーパーストア,2,3,yes,no,no,no,no,yes,yes,no,no,review_fetch_failed,"CAPTCHA signal found; Cloudflare/human verification signal found; 2 form(s), 3 input/select/textarea fields; submit/add/list/publish button text signal found; HTTP 404",HTTP 404,2026-05-22T08:42:06.004Z
p2-004,394,514,verify_directory_fit_before_any_approval,https://www.sydnestyle.com/2023/12/how-to-create-a-warm-neutrals-christmas-tree-filled-with-memories,sydnestyle.com,200,yes,https://www.sydnestyle.com/2023/12/how-to-create-a-warm-neutrals-christmas-tree-filled-with-memories/,sydnestyle.com,no,text/html; charset=UTF-8,How To Create a Warm Neutrals Christmas Tree Filled with Memories - Sydne Style,4,17,yes,no,no,no,no,yes,yes,no,no,reject_auth_required,"CAPTCHA signal found; Cloudflare/human verification signal found; 4 form(s), 17 input/select/textarea fields; submit/add/list/publish button text signal found",,2026-05-22T08:42:12.527Z
p2-004,395,515,verify_directory_fit_before_any_approval,https://syncedreview.com/2022/06/29/nvidias-global-context-vit-achieves-sota-performance-on-cv-tasks-without-expensive-computation,syncedreview.com,200,yes,https://syncedreview.com/2022/06/29/nvidias-global-context-vit-achieves-sota-performance-on-cv-tasks-without-expensive-computation/,syncedreview.com,no,text/html; charset=UTF-8,NVIDIA’s Global Context ViT Achieves SOTA Performance on CV Tasks Without Expensive Computation | Synced,5,27,yes,no,yes,no,no,yes,yes,no,no,reject_auth_required,"CAPTCHA signal found; Cloudflare/human verification signal found; 5 form(s), 27 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T08:42:15.926Z
p2-004,396,516,verify_directory_fit_before_any_approval,https://syncedreview.com/2024/09/09/microsofts-fully-pipelined-distributed-transformer-processes-16x-sequence-length-with-extreme-hardware-efficiency,syncedreview.com,200,yes,https://syncedreview.com/2024/09/09/microsofts-fully-pipelined-distributed-transformer-processes-16x-sequence-length-with-extreme-hardware-efficiency/,syncedreview.com,no,text/html; charset=UTF-8,Microsoft’s Fully Pipelined Distributed Transformer Processes 16x Sequence Length with Extreme Hardware Efficiency | Synced,5,27,yes,no,no,no,no,yes,yes,no,no,reject_auth_required,"CAPTCHA signal found; Cloudflare/human verification signal found; 5 form(s), 27 input/select/textarea fields; submit/add/list/publish button text signal found",,2026-05-22T08:42:19.302Z
p2-004,397,520,verify_directory_fit_before_any_approval,http://tech.winstonsalem.com/2011/09/frameworks-becoming-totally-responsible.html,tech.winstonsalem.com,200,yes,http://tech.winstonsalem.com/2011/09/frameworks-becoming-totally-responsible.html,tech.winstonsalem.com,no,text/html; charset=UTF-8,Winston TECH Salem: FRAMEWORKS -- Becoming the Totally Responsible Entrepreneur,1,2,yes,no,yes,yes,no,no,no,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; 1 form(s), 2 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T08:42:21.075Z
p2-004,398,522,verify_directory_fit_before_any_approval,https://www.techqiah.com/2024/11/192-168-100-1.html,techqiah.com,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,This operation was aborted,This operation was aborted,2026-05-22T08:42:24.607Z
p2-004,399,523,verify_directory_fit_before_any_approval,https://test.example/,test.example,,no,,,unknown,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,fetch failed,fetch failed,2026-05-22T08:42:34.619Z
p2-004,400,526,verify_directory_fit_before_any_approval,https://thenerdswife.com/happy-sisters-day-with-frozen-and-disney.html,thenerdswife.com,200,yes,https://thenerdswife.com/happy-sisters-day-with-frozen-and-disney.html,thenerdswife.com,no,text/html; charset=UTF-8,Happy Sister’s Day with Frozen and Disney! - The Nerd&#039;s Wife,2,14,yes,no,yes,yes,no,yes,no,yes,no,reject_paid,"payment/pricing signal found; login/register signal found; CAPTCHA signal found; 2 form(s), 14 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,2026-05-22T08:42:35.038Z
