lane_id,lane_type,lane_priority,lane_order,lane_estimated_minutes_per_row,manual_rank,priority,priority_score,review_row,review_decision,review_decision_options,review_action,review_instruction,review_notes,reviewed_by,submission_url_override,manual_bucket,risk_level,recommended_next_step,url,domain,canonical_name,pricing,lang,classification,candidate_import_recommendation,occurrence_count,registry_target_ids,registry_submit_urls,source_files,source_locations,latest_batch_id,evidence_file,suggestion_file,http_status,fetch_ok,final_url,form_count,input_count,submit_path_signal,directory_signal,auth_signal,oauth_signal,captcha_signal,cloudflare_signal,payment_signal,evidence_suggested_decision,suggested_review_decision,suggestion_confidence,possible_approval_decision,reviewer_action,suggested_review_notes,safety_gate_reason,safety_gate_batch_id,safety_gate_report,checked_at
coverage-review-p2-002,coverage_manual_review_p2,P2,1,4,18,P2,37,3,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,medium_confidence_requires_human_confirmation,fit_risk,Decide whether this is assisted/manual-strategic; do not automate without explicit login/session plan and persisted selectors.,https://www.2findlocal.com/,2findlocal.com,2findlocal.com,unknown,unknown,missing_domain,needs_manual_review,2,,,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 142:url; directory-submissions-external-links.md:144,p2-reclass-005,p2-recheck-001-evidence.csv,p2-reclass-005-suggestions.csv,200,yes,https://www.2findlocal.com/,1,6,no,yes,no,no,yes,no,yes,reject_paid,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: payment/pricing signal found; CAPTCHA signal found; 1 form(s), 6 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,,,2026-05-22T10:05:15.087Z
coverage-review-p2-002,coverage_manual_review_p2,P2,2,4,19,P2,37,4,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,fetch_failed_cannot_decide,unknown_manual_risk,"Retry in browser; do not reject based only on fetch failure, timeout, 403, 429, CAPTCHA, or Cloudflare.",https://www.4shared.com/,4shared.com,4shared.com,unknown,unknown,missing_domain,needs_manual_review,2,,,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 143:url; directory-submissions-external-links.md:145,p2-reclass-005,p2-recheck-001-evidence.csv,p2-reclass-005-suggestions.csv,,no,,0,0,no,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,,,2026-05-22T10:05:17.005Z
coverage-review-p2-002,coverage_manual_review_p2,P2,3,4,20,P2,37,5,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,fetch_failed_cannot_decide,unknown_manual_risk,"Retry in browser; do not reject based only on fetch failure, timeout, 403, 429, CAPTCHA, or Cloudflare.",https://500px.com/,500px.com,500px.com,unknown,unknown,missing_domain,needs_manual_review,2,,,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 3:url; directory-submissions-external-links.md:5,p2-reclass-005,p2-recheck-001-evidence.csv,p2-reclass-005-suggestions.csv,,no,,0,0,no,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,,,2026-05-22T10:05:27.518Z
coverage-review-p2-002,coverage_manual_review_p2,P2,4,4,21,P2,37,56,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,fetch_failed_cannot_decide,unknown_manual_risk,"Retry in browser; do not reject based only on fetch failure, timeout, 403, 429, CAPTCHA, or Cloudflare.",https://about.me/,about.me,about.me,unknown,unknown,missing_domain,needs_manual_review,2,,,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 4:url; directory-submissions-external-links.md:6,p2-reclass-005,p2-recheck-001-evidence.csv,p2-reclass-005-suggestions.csv,,no,,0,0,no,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,,,2026-05-22T10:05:27.889Z
coverage-review-p2-002,coverage_manual_review_p2,P2,5,4,22,P2,37,59,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,fetch_failed_cannot_decide,unknown_manual_risk,"Retry in browser; do not reject based only on fetch failure, timeout, 403, 429, CAPTCHA, or Cloudflare.",https://activerain.com/,activerain.com,activerain.com,unknown,unknown,missing_domain,needs_manual_review,2,,,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 5:url; directory-submissions-external-links.md:7,p2-reclass-005,p2-recheck-001-evidence.csv,p2-reclass-005-suggestions.csv,403,no,https://activerain.com/,0,0,no,no,no,no,no,no,no,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,HTTP 403; evidence: HTTP 403,,,,2026-05-22T10:05:38.036Z
coverage-review-p2-002,coverage_manual_review_p2,P2,6,4,23,P2,37,71,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,medium_confidence_requires_human_confirmation,fit_risk,Decide whether this is assisted/manual-strategic; do not automate without explicit login/session plan and persisted selectors.,https://aiforme.wiki/,aiforme.wiki,aiforme.wiki,unknown,unknown,missing_domain,needs_manual_review,2,,,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 15:url; directory-submissions-external-links.md:17,p2-reclass-005,p2-recheck-001-evidence.csv,p2-reclass-005-suggestions.csv,200,yes,https://aiforme.wiki/cgi-sys/suspendedpage.cgi,0,0,no,no,no,no,no,yes,no,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: Cloudflare/human verification signal found,,,,2026-05-22T10:05:39.142Z
coverage-review-p2-002,coverage_manual_review_p2,P2,7,4,24,P2,37,80,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,medium_confidence_requires_human_confirmation,fit_risk,Decide whether this is assisted/manual-strategic; do not automate without explicit login/session plan and persisted selectors.,https://aitoolsguide.com/,aitoolsguide.com,aitoolsguide.com,unknown,unknown,missing_domain,needs_manual_review,2,,,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 26:url; directory-submissions-external-links.md:28,p2-reclass-005,p2-recheck-001-evidence.csv,p2-reclass-005-suggestions.csv,200,yes,https://aitoolsguide.com/,1,2,no,yes,no,no,no,yes,yes,reject_paid,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: payment/pricing signal found; Cloudflare/human verification signal found; 1 form(s), 2 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,,,2026-05-22T10:05:49.299Z
coverage-review-p2-002,coverage_manual_review_p2,P2,8,4,25,P2,37,95,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,fetch_failed_cannot_decide,unknown_manual_risk,"Retry in browser; do not reject based only on fetch failure, timeout, 403, 429, CAPTCHA, or Cloudflare.",https://apitracker.io/mcp-servers,apitracker.io,apitracker.io,unknown,unknown,missing_domain,needs_manual_review,2,,,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 32:url; directory-submissions-external-links.md:34,p2-reclass-005,p2-recheck-001-evidence.csv,p2-reclass-005-suggestions.csv,403,no,https://apitracker.io/mcp-servers,0,0,no,no,no,no,no,no,no,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,HTTP 403; evidence: HTTP 403,,,,2026-05-22T10:06:00.868Z
coverage-review-p2-002,coverage_manual_review_p2,P2,9,4,26,P2,37,100,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,fetch_failed_cannot_decide,unknown_manual_risk,"Retry in browser; do not reject based only on fetch failure, timeout, 403, 429, CAPTCHA, or Cloudflare.",https://www.artstation.com/,artstation.com,artstation.com,unknown,unknown,missing_domain,needs_manual_review,2,,,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 149:url; directory-submissions-external-links.md:151,p2-reclass-005,p2-recheck-001-evidence.csv,p2-reclass-005-suggestions.csv,,no,,0,0,no,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,,,2026-05-22T10:06:05.764Z
coverage-review-p2-002,coverage_manual_review_p2,P2,10,4,27,P2,37,101,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,medium_confidence_requires_human_confirmation,fit_risk,Decide whether this is assisted/manual-strategic; do not automate without explicit login/session plan and persisted selectors.,https://www.athlinks.com/,athlinks.com,athlinks.com,unknown,unknown,missing_domain,needs_manual_review,2,,,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 150:url; directory-submissions-external-links.md:152,p2-reclass-005,p2-recheck-001-evidence.csv,p2-reclass-005-suggestions.csv,200,yes,https://www.athlinks.com/,0,0,no,no,no,no,yes,yes,no,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found,,,,2026-05-22T10:06:16.267Z
coverage-review-p2-002,coverage_manual_review_p2,P2,11,4,28,P2,37,111,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,verify_directory_fit_before_any_approval,verify_directory_fit_before_approval,,,,fetch_failed_cannot_decide,unknown_manual_risk,"Retry in browser; do not reject based only on fetch failure, timeout, 403, 429, CAPTCHA, or Cloudflare.",https://bandcamp.com/,bandcamp.com,bandcamp.com,unknown,unknown,missing_domain,needs_manual_review,2,,,submission-tracker-template.csv; directory-submissions-external-links.md,directory-submissions-external-links.csv:row 35:url; directory-submissions-external-links.md:37,p2-reclass-005,p2-recheck-001-evidence.csv,p2-reclass-005-suggestions.csv,,no,,0,0,no,unknown,unknown,unknown,unknown,unknown,unknown,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,,,2026-05-22T10:06:19.532Z
